time,machine_id,cpu_util
2017-10-07 00:20:00,m16,50.208333333
2017-10-07 00:30:00,m16,51.073333333
2017-10-07 00:40:00,m16,49.635
2017-10-07 00:50:00,m16,49.133333333
2017-10-07 01:00:00,m16,46.95
2017-10-07 01:10:00,m16,45.283333333
2017-10-07 01:20:00,m16,49.086666667
2017-10-07 01:30:00,m16,50.24
2017-10-07 01:40:00,m16,41.08
2017-10-07 01:50:00,m16,49.93
2017-10-07 02:00:00,m16,49.283333333
2017-10-07 02:10:00,m16,48.426666667
2017-10-07 02:20:00,m16,42.291666667
2017-10-07 02:30:00,m16,50.44
2017-10-07 02:40:00,m16,49.373333333
2017-10-07 02:50:00,m16,49.016666667
2017-10-07 03:00:00,m16,49.72
2017-10-07 03:10:00,m16,49.13
2017-10-07 03:20:00,m16,45.878333333
2017-10-07 03:30:00,m16,49.883333333
2017-10-07 03:40:00,m16,49.408333333
2017-10-07 03:50:00,m16,50.18
2017-10-07 04:00:00,m16,49.8
2017-10-07 04:10:00,m16,45.75
2017-10-07 04:20:00,m16,49.353333333
2017-10-07 04:30:00,m16,49.4
2017-10-07 04:40:00,m16,49.408333333
2017-10-07 04:50:00,m16,49.4
2017-10-07 05:00:00,m16,43.996666667
2017-10-07 05:10:00,m16,43.165
2017-10-07 05:20:00,m16,49.4425
2017-10-07 05:30:00,m16,50.3
2017-10-07 05:40:00,m16,50.296666667
2017-10-07 05:50:00,m16,50.7
2017-10-07 06:00:00,m16,50.993333333
2017-10-07 06:10:00,m16,50.616666667
2017-10-07 06:20:00,m16,48.728333333
2017-10-07 06:30:00,m16,33.593333333
2017-10-07 06:40:00,m16,49.66
2017-10-07 06:50:00,m16,34.555
2017-10-07 07:00:00,m16,33.583333333
2017-10-07 07:10:00,m16,32.79
2017-10-07 07:20:00,m16,31.75
2017-10-07 07:30:00,m16,34.708333333
2017-10-07 07:40:00,m16,34.983333333
2017-10-07 07:50:00,m16,45.9
2017-10-07 08:00:00,m16,50.513333333
2017-10-07 08:10:00,m16,50.636666667
2017-10-07 08:20:00,m16,51.03
2017-10-07 08:30:00,m16,34.908333333
2017-10-07 08:40:00,m16,32.56
2017-10-07 08:50:00,m16,31.773333333
2017-10-07 09:00:00,m16,32.18
2017-10-07 09:10:00,m16,35.216666667
2017-10-07 09:20:00,m16,34.62
2017-10-07 09:30:00,m16,36.408333333
2017-10-07 09:40:00,m16,33.533333333
2017-10-07 09:50:00,m16,50.7
2017-10-07 10:00:00,m16,50.7
2017-10-07 10:10:00,m16,47.79
2017-10-07 10:20:00,m16,38.215
2017-10-07 10:30:00,m16,33.445
2017-10-07 10:40:00,m16,50.85
2017-10-07 10:50:00,m16,51.675
2017-10-07 11:00:00,m16,37.1
2017-10-07 11:10:00,m16,33.9
2017-10-07 11:20:00,m16,50.58
2017-10-07 11:30:00,m16,34.34
2017-10-07 11:40:00,m16,50.2
2017-10-07 11:50:00,m16,50.491666667
2017-10-07 12:00:00,m16,49.868333333
2017-10-07 12:10:00,m16,50.243333333
2017-10-07 12:20:00,m16,50.6
2017-10-07 12:30:00,m16,33.86
2017-10-07 12:40:00,m16,50.77
2017-10-07 12:50:00,m16,50.286666667
2017-10-07 13:00:00,m16,34.98
2017-10-07 13:10:00,m16,35.838333333
2017-10-07 13:20:00,m16,33.553333333
2017-10-07 13:30:00,m16,34.206666667
2017-10-07 13:40:00,m16,32.7
2017-10-07 13:50:00,m16,35.886666667
2017-10-07 14:00:00,m16,50.3
2017-10-07 14:10:00,m16,50.266666667
2017-10-07 14:20:00,m16,34.533333333
2017-10-07 14:30:00,m16,40.871666667
2017-10-07 14:40:00,m16,50.5
2017-10-07 14:50:00,m16,34.06
2017-10-07 15:00:00,m16,33.843333333
2017-10-07 15:10:00,m16,34.69
